country,full_name,club,position,matches,goals
Россия,Justin Long,Локомотив,полузащитник,48,10
Аргентина,Derek Ballard,Бока Хуниорс,защитник,135,20
Португалия,Maria Larsen,Бенфика,полузащитник,139,23
Англия,Jeffrey Chavez,Челси,нападающий,128,21
Италия,Patricia Rowe,Интер,защитник,108,15
Испания,John Rich,Атлетико Мадрид,полузащитник,99,11
Португалия,Dr. Kimberly Castillo,Спортинг,защитник,64,18
Аргентина,Christopher Ross,Ривер Плейт,защитник,74,17
Испания,Tracy Green,Барселона,защитник,16,15
Португалия,Bobby Williams,Бенфика,нападающий,38,37
Италия,Anthony Boyd,Ювентус,защитник,65,3
Португалия,Barbara Holland,Бенфика,нападающий,122,50
Бразилия,Roy Daniels,Фламенго,нападающий,137,50
Нидерланды,Brian Horne,Аякс,полузащитник,71,7
Германия,Devin Wilson,РБ Лейпциг,вратарь,96,-50
Англия,Paula Garcia,Челси,нападающий,82,27
Германия,Aaron Estrada,Боруссия Дортмунд,полузащитник,19,16
Франция,Richard Cole,ПСЖ,нападающий,123,24
Испания,Tara Wilcox,Атлетико Мадрид,нападающий,64,38
Франция,Patrick Baker,Лион,нападающий,26,44
Бразилия,Casey Brandt,Коринтианс,защитник,104,15
Россия,John Roberts,ЦСКА,полузащитник,75,25
Италия,Daniel Williams,Интер,полузащитник,4,9
Испания,Lisa Brown,Реал Мадрид,полузащитник,55,8
Португалия,Kelly Smith,Спортинг,полузащитник,79,7
Германия,Krystal Sutton,Бавария,защитник,15,14
Россия,Elizabeth Sanford,Локомотив,защитник,142,4
Нидерланды,Stephanie Woodard,ПСВ,нападающий,113,38
Бразилия,Carlos Haynes,Фламенго,нападающий,106,27
Бразилия,Kristin Martinez,Фламенго,нападающий,1,40
Бразилия,Morgan Flores,Фламенго,нападающий,45,27
Франция,Harry Roberts,Лион,полузащитник,134,15
Испания,Dr. Todd Dillon,Барселона,нападающий,89,12
Россия,Angelica Green,Спартак,нападающий,20,43
Германия,Rachel Harrington,Боруссия Дортмунд,нападающий,144,21
Англия,Shawn Wells,Манчестер Юнайтед,нападающий,91,29
Англия,Daniel Christian,Манчестер Юнайтед,вратарь,148,-8
Бразилия,Jimmy Hood,Коринтианс,вратарь,46,-4
Бразилия,Katherine Howard,Фламенго,полузащитник,94,21
Россия,Matthew Lowe,Зенит,нападающий,105,45
Аргентина,Todd Reynolds,Ривер Плейт,нападающий,121,11
Аргентина,James Huynh,Ривер Плейт,полузащитник,74,24
Англия,Courtney Lee,Ливерпуль,нападающий,11,29
Англия,Brandy Coleman,Ливерпуль,вратарь,3,-6
Португалия,Justin Lee,Порту,вратарь,114,-22
Россия,Barbara Walters,ЦСКА,защитник,85,6
Португалия,Sarah Martin,Бенфика,защитник,136,10
Франция,John Stokes,Олимпик Марсель,полузащитник,39,5
Германия,Mr. Alex Morgan PhD,РБ Лейпциг,защитник,8,5
Аргентина,Timothy Williams,Бока Хуниорс,защитник,35,12
Аргентина,Adrienne Shelton,Бока Хуниорс,полузащитник,146,24
Франция,Jennifer Blevins,ПСЖ,полузащитник,150,23
Франция,Benjamin Hamilton,Олимпик Марсель,полузащитник,57,22
Италия,Mrs. Susan Coleman,Ювентус,полузащитник,70,22
Бразилия,Kyle Edwards,Палмейрас,защитник,18,18
Нидерланды,Tonya Williams,Аякс,защитник,133,14
Нидерланды,Tony Ellison,Фейеноорд,нападающий,65,46
Бразилия,Kyle Jordan,Палмейрас,полузащитник,1,21
Россия,Mr. Joseph Collins,Зенит,нападающий,78,35
Бразилия,Megan Smith,Фламенго,нападающий,26,11
Нидерланды,Samuel Griffin,Аякс,нападающий,36,37
Нидерланды,Lisa Rodgers,ПСВ,нападающий,6,35
Испания,Nancy Ramirez,Барселона,нападающий,69,19
Франция,Jamie Whitaker,ПСЖ,защитник,4,2
Бразилия,Drew Richardson,Фламенго,полузащитник,43,27
Аргентина,Sherri Miller,Ривер Плейт,вратарь,31,-18
Испания,Laura Alexander,Барселона,полузащитник,108,9
Германия,Dana Jones,Бавария,полузащитник,56,23
Германия,Kimberly Maxwell,Боруссия Дортмунд,защитник,118,13
Португалия,Robert Holt,Спортинг,защитник,60,18
Италия,Matthew Hall,Ювентус,нападающий,106,42
Аргентина,Katherine Smith,Бока Хуниорс,полузащитник,49,17
Франция,Mr. Seth Webster,ПСЖ,нападающий,70,45
Германия,Chelsea Wilcox,Боруссия Дортмунд,полузащитник,14,24
Бразилия,David Rosario,Сантос,полузащитник,25,14
Германия,Jodi Stewart,РБ Лейпциг,нападающий,81,18
Португалия,Robert Carter,Спортинг,защитник,55,5
Франция,Kyle Alexander,Лион,нападающий,149,25
Англия,Katherine Richards,Ливерпуль,полузащитник,37,12
Бразилия,Corey Tate,Палмейрас,нападающий,123,34
Россия,Joshua Diaz,Спартак,полузащитник,96,14
Англия,Nathan Rivera,Челси,нападающий,130,44
Испания,Brian Hanson,Барселона,полузащитник,133,24
Россия,Christopher Smith,Локомотив,нападающий,66,42
Германия,Amanda Tyler PhD,РБ Лейпциг,полузащитник,129,10
Англия,Bryan Olsen,Ливерпуль,защитник,136,17
Бразилия,Jonathan Richard,Коринтианс,нападающий,42,41
Португалия,Scott Ruiz,Бенфика,нападающий,93,23
Нидерланды,Kenneth Young,Фейеноорд,нападающий,39,13
Португалия,Joseph Hall,Бенфика,нападающий,87,10
Англия,Maria Pena,Ливерпуль,защитник,49,7
Испания,Monica Baker,Атлетико Мадрид,нападающий,37,18
Нидерланды,Hannah Rodriguez,ПСВ,защитник,133,18
Португалия,Anthony Simon,Бенфика,нападающий,71,22
Бразилия,Olivia Hancock,Коринтианс,полузащитник,7,24
Россия,Andrew Walker,ЦСКА,полузащитник,90,5
Португалия,Susan Berry,Бенфика,полузащитник,147,18
Испания,Samuel Edwards,Барселона,полузащитник,26,19
Франция,Erika Chan,ПСЖ,защитник,112,13
Испания,Jade Brooks,Атлетико Мадрид,защитник,132,5
Португалия,Marilyn Sanchez,Спортинг,полузащитник,7,24
Аргентина,Angela Soto,Бока Хуниорс,защитник,73,0
Бразилия,Shelby Todd,Сантос,защитник,112,1
Франция,David Paul,Лион,защитник,80,10
Италия,Bruce Stephens,Интер,защитник,146,15
Россия,Amanda Perez,Зенит,нападающий,21,14
Англия,Andrew Preston,Челси,защитник,135,15
Португалия,Timothy Kline,Спортинг,защитник,81,5
Россия,Chloe Williams,Зенит,защитник,68,10
Бразилия,Steven Jones,Сантос,полузащитник,18,5
Россия,Erik Boyle,ЦСКА,полузащитник,59,30
Испания,Stephanie Lynch,Атлетико Мадрид,вратарь,62,-3
Португалия,Tina Parsons,Порту,вратарь,28,0
Португалия,Jane Anthony,Спортинг,защитник,68,10
Испания,Bonnie Wood,Реал Мадрид,нападающий,108,18
Франция,Tyler Levy,Лион,вратарь,18,-41
Россия,Charles Watson,Зенит,полузащитник,97,13
Англия,Dana Welch,Челси,вратарь,7,-5
Нидерланды,Matthew Williamson,ПСВ,нападающий,110,31
Франция,Kristin Smith,Олимпик Марсель,полузащитник,80,27
Россия,Stephanie Reyes,Зенит,защитник,131,2
Россия,Jessica Bowman,Краснодар,нападающий,11,18
Бразилия,Betty Baker,Сантос,нападающий,107,21
Нидерланды,Matthew Adams,Аякс,нападающий,98,13
Аргентина,Gloria Howell,Ривер Плейт,нападающий,95,15
Франция,Cindy Brown,ПСЖ,полузащитник,75,30
Германия,William Reed,РБ Лейпциг,нападающий,11,26
Нидерланды,Alexandra Mills,Фейеноорд,нападающий,57,49
Испания,Allison Williams,Атлетико Мадрид,защитник,51,11
Нидерланды,Christian Edwards,ПСВ,полузащитник,102,13
Германия,Jason Herrera,РБ Лейпциг,защитник,130,4
Португалия,Kaylee Flores,Бенфика,нападающий,4,25
Италия,Paul Williams,Милан,нападающий,27,18
Италия,Nicole Carson,Интер,полузащитник,120,26
Нидерланды,Wayne Gilbert,ПСВ,вратарь,102,-44
Италия,Paul Rhodes,Интер,нападающий,27,34
Германия,James Benton,Боруссия Дортмунд,нападающий,29,26
Россия,David Hernandez,Зенит,полузащитник,37,18
Германия,Darrell Grant,РБ Лейпциг,нападающий,47,41
Италия,Jorge Lee,Ювентус,нападающий,61,22
Испания,Benjamin Morton,Атлетико Мадрид,полузащитник,150,15
Бразилия,Lisa Washington,Коринтианс,защитник,46,17
Аргентина,Dennis Rivera,Ривер Плейт,полузащитник,115,15
Португалия,Ashley Vaughn,Бенфика,вратарь,16,-27
Германия,Donna Hernandez,РБ Лейпциг,полузащитник,87,27
Нидерланды,Brittney Murillo,Фейеноорд,защитник,97,19
Франция,Jonathan Luna,Лион,защитник,54,2
Нидерланды,Phillip Aguilar,Фейеноорд,защитник,73,15
Италия,Jennifer Myers,Интер,защитник,94,15
Германия,Rick Carey,Боруссия Дортмунд,полузащитник,121,14
Англия,Michael Davis,Ливерпуль,нападающий,124,48
Аргентина,Brandon Hopkins,Бока Хуниорс,полузащитник,96,28
Португалия,April Adams,Спортинг,вратарь,41,-15
Португалия,Joseph Henderson,Порту,нападающий,129,11
Португалия,Joshua Stevenson,Спортинг,защитник,60,1
Германия,Susan Newton,Боруссия Дортмунд,защитник,29,5
Испания,Clifford Heath,Реал Мадрид,полузащитник,11,16
Италия,Sheila Rich,Интер,защитник,102,11
Нидерланды,Brendan Miller,Фейеноорд,защитник,73,18
Франция,Nicolas Harris,Лион,нападающий,139,14
Нидерланды,Michael Herrera,Фейеноорд,полузащитник,55,30
Россия,Susan Madden,Спартак,защитник,77,15
Россия,David Ward,ЦСКА,защитник,109,5
Бразилия,Karen Bowers,Фламенго,нападающий,29,48
Германия,Katrina Odonnell,Боруссия Дортмунд,нападающий,47,49
Италия,Jason Gentry,Ювентус,защитник,1,7
Англия,Susan Myers,Ливерпуль,нападающий,60,12
Франция,Matthew Davis,ПСЖ,нападающий,33,41
Германия,Tammy Hawkins,Бавария,нападающий,139,29
Франция,Sonya Erickson,Лион,полузащитник,39,19
Португалия,Gregory Harrison,Бенфика,нападающий,8,29
Аргентина,Andrea Carter,Бока Хуниорс,нападающий,45,43
Франция,Dr. Christopher Ortega,ПСЖ,защитник,44,14
Германия,Brandon Thompson,Боруссия Дортмунд,нападающий,7,40
Германия,Christopher Moyer,Боруссия Дортмунд,полузащитник,130,29
Бразилия,Michael Mills,Палмейрас,нападающий,146,35
Испания,Dana Adams,Атлетико Мадрид,нападающий,112,13
Италия,Melvin Salas,Ювентус,защитник,137,14
Испания,Bonnie Taylor,Реал Мадрид,защитник,62,18
Аргентина,Tamara Jones,Ривер Плейт,нападающий,79,45
Аргентина,Brian Jones,Ривер Плейт,полузащитник,70,6
Англия,Edward Miller,Манчестер Юнайтед,защитник,93,14
Германия,Bryan Evans,Бавария,полузащитник,15,11
Германия,Andre Estrada,РБ Лейпциг,нападающий,24,44
Аргентина,Leslie Smith,Ривер Плейт,защитник,89,1
Франция,Kristen Lee,Лион,нападающий,91,45
Португалия,Casey Pena,Бенфика,полузащитник,57,14
Бразилия,David Werner,Палмейрас,защитник,64,14
Германия,Dr. Daniel Taylor,Боруссия Дортмунд,нападающий,56,18
Нидерланды,Amy Gray,Аякс,защитник,46,6
Италия,Adam Hobbs Jr.,Милан,полузащитник,137,8
Англия,Terrence Thomas,Манчестер Юнайтед,нападающий,127,35
Франция,Alan Travis,ПСЖ,полузащитник,37,26
Англия,Megan Anderson,Манчестер Юнайтед,нападающий,12,38
Италия,Thomas Henson,Ювентус,полузащитник,131,8
Испания,Andrew Clark,Реал Мадрид,полузащитник,70,7
Италия,Amanda Davis,Интер,полузащитник,144,20
Нидерланды,Christopher Cross,Аякс,защитник,119,5
Россия,Kathryn Cunningham,Зенит,нападающий,8,50
Франция,Sandra Norton,Лион,полузащитник,71,17
Россия,Allison Hansen,ЦСКА,защитник,89,6
Нидерланды,Chad Hill,Аякс,полузащитник,92,22
Бразилия,Cory Mathews,Коринтианс,нападающий,43,29
Испания,Amy Swanson,Реал Мадрид,защитник,27,12
Аргентина,Julie Rosales,Бока Хуниорс,полузащитник,47,11
Франция,Tanya Dillon,ПСЖ,нападающий,43,15
Германия,Darrell Stephens,Боруссия Дортмунд,нападающий,3,49
Россия,Amanda Wilson,ЦСКА,нападающий,120,35
Нидерланды,Russell Gutierrez,Аякс,нападающий,150,50
Англия,Jeffrey Smith,Челси,полузащитник,25,19
Бразилия,Kerry Vargas,Палмейрас,нападающий,17,14
Португалия,Shawn Watts,Спортинг,нападающий,35,10
Франция,Sarah Wells,Лион,защитник,67,18
Италия,Alexandria Marshall,Ювентус,полузащитник,122,27
Нидерланды,Susan Rodriguez,Аякс,полузащитник,89,26
Португалия,Courtney Freeman,Порту,полузащитник,143,26
Англия,Kari Villegas MD,Ливерпуль,нападающий,37,14
Нидерланды,Bianca Jones,ПСВ,нападающий,48,15
Франция,Tammie Best,Лион,нападающий,66,33
Аргентина,Mark Gutierrez,Ривер Плейт,полузащитник,38,24
Россия,Alexandria Kim,Краснодар,вратарь,17,-8
Испания,Christopher Murray,Реал Мадрид,защитник,51,8
Италия,James Ball,Интер,нападающий,42,29
Португалия,Victoria Higgins,Спортинг,нападающий,115,27
Нидерланды,Cynthia Heath,Фейеноорд,защитник,73,9
Франция,Wanda Guerra,Лион,защитник,74,5
Аргентина,Renee Campbell MD,Бока Хуниорс,вратарь,90,-36
Бразилия,Anthony Martinez,Сантос,защитник,36,17
Нидерланды,Allen Lawrence,ПСВ,защитник,9,3
Италия,Brady Ward,Милан,полузащитник,114,12
Нидерланды,Matthew Moore,Аякс,полузащитник,119,22
Португалия,Kevin Snyder,Порту,защитник,87,12
Аргентина,Brandon Stephens,Бока Хуниорс,полузащитник,40,18
Германия,John Collins,Боруссия Дортмунд,полузащитник,83,14
Англия,Cathy Madden,Манчестер Юнайтед,нападающий,142,26
Россия,Donna Moore,Спартак,нападающий,6,26
Италия,Nathan Allen,Милан,полузащитник,94,19
Франция,Adam Ochoa,Лион,нападающий,32,48
Англия,Amy Stewart,Манчестер Юнайтед,полузащитник,125,22
Португалия,Michael Mcconnell,Бенфика,защитник,38,20
Германия,William Anderson,Боруссия Дортмунд,защитник,48,8
Нидерланды,Dustin Sandoval,Фейеноорд,вратарь,144,-14
Англия,Michelle Clayton,Манчестер Юнайтед,полузащитник,85,24
Англия,Amber Moore,Челси,вратарь,8,-29
Франция,Christina Butler,Лион,нападающий,83,48
Аргентина,Nathaniel Miller,Ривер Плейт,вратарь,19,-44
Бразилия,Richard Watkins,Фламенго,полузащитник,25,23
